V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,tconst,IMDb_current,IMDb_ratecount_current,imdb_title_type,Match_Confidence_Current,rating_change
4582,4892,Try Guys,2017,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4583,4893,Make48,2017,"","",16/100,0,0,1,0,1,,tt8099388,9.2,6,tvSeries,Exact (title + year),
4584,4894,I've Got a Secret,1961,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4585,4896,The Order of Victory,2016,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4586,4897,Morning Glory,2013,"","",16/100,0,1,1,0,1,,,,,,Unmatched,
4587,4898,Where I'd Rather Be,2017,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4588,4899,Hotel Sacher,2016,"","",16/100,0,0,1,0,1,,tt5672212,6.2,339,tvMiniSeries,Exact (title + year),
4589,4900,In Search of Hidden Holy Sites,2013,"","",16/100,0,0,1,0,1,,tt9569216,6.6,9,tvMiniSeries,Exact (title + year),
4590,4901,Deals in the Desert,2018,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4591,4902,She Is Beautiful,2018,"","",16/100,0,0,1,0,1,,tt10380340,5.9,19,tvSeries,Exact (title + year),
4592,4903,"Miracle of Faith: 2,000 Years of Christianity in the Holy Land",2000,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4593,4904,Dinosaurs Inside and Out,1996,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4594,4905,The Wackiest Works of Tex Avery,1945,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4595,4906,The Family Blend!,2016,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4596,4907,Focal Point,2019,"","",16/100,0,0,1,0,1,,,,,,Unmatched,
4597,4908,"Mysteries, Magic and Miracles",1994,"","",14/100,0,0,1,0,1,,tt0166451,6.6,33,tvSeries,Exact (title + year),
4598,4909,Amber the Ambulance,2017,"","",14/100,0,0,1,0,1,,tt7818362,7.8,28,tvSeries,Exact (title + year),
4599,4910,Kings in Grass Castles,1998,"","",14/100,0,0,1,0,1,,tt0178147,7.4,171,tvMiniSeries,Exact (title + year),
4600,4911,Review: Gun Stock Reviews,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4601,4912,I'm a Creepy Crawly,2018,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4602,4913,Inside Things,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4603,4914,Crew,1970,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4604,4915,An Unknown Enemy,2018,"","",14/100,0,0,1,0,1,,tt8946436,7.9,728,tvSeries,Exact (title + year),
4605,4916,Easy Living,2010,"","",14/100,0,0,1,0,1,,tt1343217,7.8,455,tvSeries,"Fuzzy (title exact, year +-1)",
4606,4917,How Does That Work?,2007,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4607,4918,Tank Biathlon,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4608,4919,Celebrity Poker Gala,2018,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4609,4920,Actually Me,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4610,4921,Microsoft Outlook 2016 - Training,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4611,4922,Fluffy Gardens,2007,"","",14/100,0,0,1,0,1,,tt1045385,8,26,tvSeries,Exact (title + year),
4612,4923,Changelings: cambions,2014,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4613,4924,Blippi - Videos for Kids,2016,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4614,4925,Under The Sea: The Great Barrier Reef,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4615,4926,Backcountry Fly Fishing,2014,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4616,4927,MANE,2018,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4617,4928,True Ghost Stories,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4618,4930,Wild & Crazy,2008,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4619,4931,"YTF: Yesterday, Today, Forever",2012,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4620,4932,Van Der Week,2011,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4621,4934,Getting Doug with High,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4622,4935,Always and Forever,2003,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4623,4936,GayTerns,2016,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4624,4937,Altair: A Record of Battles,2017,"","",14/100,0,0,1,0,1,,tt12875720,7.4,194,tvSeries,Exact (title + year),
4625,4938,"Review: Build A Bear, Tsum Tsum and Disney Plushie Toy Reviews",2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4626,4939,Can You Even Sport?,2011,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4627,4940,Mafia Undercover,2016,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4628,4941,Super Mario 64 Playthrough,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4629,4943,Mix Master: Final Force,2011,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4630,4944,Serial Killer Culture TV,2017,"","",14/100,0,0,1,0,1,,tt5736176,6.2,39,tvSeries,Exact (title + year),
4631,4945,"Myths, Magic & Monsters",2007,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4632,4946,Animal Favorites,2002,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4633,4947,Sea Power,2005,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4634,4948,Crimes that Made History,2017,"","",14/100,0,0,1,0,1,,tt9233402,6.1,94,tvSeries,"Fuzzy (title exact, year +-1)",
4635,4949,Woodwalkers,2017,"","",14/100,0,0,1,0,1,,tt7497198,7.4,14,tvSeries,Exact (title + year),
4636,4950,Wolfpack,2013,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4637,4951,Uncharted Waters with Peter Miller,2019,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4638,4953,The Magical Adventures of Quasimodo,1996,"","",14/100,0,0,1,0,1,,tt0819821,6.8,52,tvSeries,Exact (title + year),
4639,4954,"Cars, Cops & Criminals",2008,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4640,4955,The Complete History of the Second World War,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4641,4956,The Red Booth,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4642,4957,Desperate Love,2012,"","",14/100,0,0,1,0,1,,tt6352844,7.9,9,tvSeries,"Fuzzy (title exact, year +-1)",
4643,4959,Tales of the Living Dead,2000,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4644,4960,"Monsters, Madness and Mayhem",2003,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4645,4961,PRIME JAPAN,2016,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4646,4962,Heart to Heart,2015,"","",14/100,0,0,1,0,1,,tt4342564,7.3,219,tvSeries,Exact (title + year),
4647,4963,Hitler's Lost Battles,2017,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4648,4964,Countdown to Victory: World War II - The Ultimate Timeline,2009,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4649,4965,Lockout,2016,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4650,4966,Working 24 Hours At...,2015,"","",14/100,0,0,1,0,1,,,,,,Unmatched,
4651,4967,Dinosaur Britain,2015,"","",14/100,0,0,1,0,1,,tt8488330,8.2,60,tvMiniSeries,Exact (title + year),
4652,4968,F'd,2015,"","",14/100,0,0,1,0,1,,tt4383602,5.6,16,tvSeries,Exact (title + year),
4653,4969,Tea Time with Tayla,2011,"","",13/100,0,0,1,0,1,,tt2467242,7.6,14,tvSeries,Exact (title + year),
4654,4970,Wildest Middle East,2015,"","",13/100,0,0,1,0,1,,tt4719796,8.3,86,tvSeries,Exact (title + year),
4655,4971,Mafia Queens,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4656,4972,Home Remedy,2017,"","",13/100,0,0,1,0,1,,tt7022508,6,18,tvSeries,Exact (title + year),
4657,4973,Food Hacks,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4658,4974,The Prince of Han Dynasty 1,2001,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4659,4975,Feed Famous,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4660,4976,Dermot Bannon's Luxury Homes,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4661,4977,Blake Griffin's Internship,2011,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4662,4978,Learn with Ethan The Dump Truck,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4663,4979,Titipo Titipo,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4664,4980,On The Bank,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4665,4981,Paper Mario Color Splash Playthrough,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4666,4982,Oh My General,2017,"","",13/100,0,0,1,0,1,,tt17005906,7.7,79,tvSeries,Exact (title + year),
4667,4983,Egotastic FunTime!,2017,"","",13/100,0,0,1,0,1,,tt5678628,7.9,18,tvSeries,"Fuzzy (title exact, year +-1)",
4668,4984,Backline,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4669,4985,Victorious Living with Kenneth Copeland,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4670,4986,Partners in Crime,2011,"","",13/100,0,0,1,0,1,,tt6067812,7.3,26,tvSeries,Exact (title + year),
4671,4987,From Beyond,2017,"","",13/100,0,0,1,0,1,,tt7714520,6.9,100,tvSeries,Exact (title + year),
4672,4988,Space Curiosities,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4673,4989,Beginnings,2016,"","",13/100,0,0,1,0,1,,tt5037152,4.8,53,tvSeries,"Fuzzy (title exact, year +-1)",
4674,4990,Revival Radio TV,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4675,4991,The Lost Tales of Egypt,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4676,4992,"Yoga For Back Pain, Neck Pain & Stress Relief - Lindsey Samper",2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4677,4993,Lego Set Builds Spongebob Squarepants - Artifex,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4678,4994,Spectre Analysis,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4679,4995,I Declare War: The Series,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4680,4996,The Bomber: Behind Nazi Lines,2012,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4681,4997,Blood and Water,2015,"","",13/100,0,0,1,0,1,,tt4474750,5.5,212,tvSeries,Exact (title + year),
4682,4998,Watch Around the Clock B&W,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4683,4999,Luxury Travel Show,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4684,5000,America's Monsters,2013,"","",13/100,0,0,1,0,1,,tt7906168,6.3,10,tvSeries,Exact (title + year),
4685,5001,The Evolution of Us,2016,"","",13/100,0,0,1,0,1,,tt10675284,7.4,53,tvMiniSeries,Exact (title + year),
4686,5002,How-To,2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4687,5003,Besties,2013,"","",13/100,0,0,1,0,1,,tt1843110,6,80,movie,"Fuzzy (title exact, year +-1) [non-TV type]",
4688,5004,Full Body Flexibility Beginners Yoga Workouts - Krystin Scott,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4689,5005,The Sweet Spot: A Treasury of Baseball Stories,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4690,5006,Treasure Houses of Britain,2011,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4691,5007,Homebuddies,2017,"","",13/100,0,0,1,0,1,,tt8124372,8.8,18,tvSeries,Exact (title + year),
4692,5008,Cosmic Kids Yoga Adventures,2012,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4693,5009,Iria: Zeiram The Bounty Hunter,1994,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4694,5010,The Ridge: Origins,2016,"","",13/100,0,0,1,0,1,,tt5135744,6,17,tvSeries,Exact (title + year),
4695,5011,SharkBites TV,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4696,5012,My First INBA Fitness Model Competition,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4697,5013,Hitler's Holocaust,2001,"","",13/100,0,0,1,0,1,,tt0267188,8.4,183,tvSeries,"Fuzzy (title exact, year +-1)",
4698,5014,A Century of Lionel Legendary Trains,2005,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4699,5015,Lucas el Camioncito,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4700,5016,Subzero,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4701,5017,Human Nature,2013,"","",13/100,1,0,1,0,1,,tt2398179,7.3,24,movie,"Fuzzy (title exact, year +-1) [non-TV type]",
4702,5018,Aerial Adventures,2010,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4703,5019,Esovision Relaxation,2007,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4704,5020,Tasty's Made By Hand,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4705,5021,Logan's Adventures,2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4706,5022,"In Sanity, Florida",2017,"","",13/100,0,0,1,0,1,,tt6529682,5.6,38,tvSeries,Exact (title + year),
4707,5023,Frenemies with Eliza Coupe,2012,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4708,5024,Philipp Shorts,1998,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4709,5025,Honolulu P.D.,2003,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4710,5026,Food Stories,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4711,5027,Fish Mavericks,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4712,5028,NHL Road to the Outdoor Classics,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4713,5029,Troy in Train Town,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4714,5030,Tried + True,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4715,5031,Legend of the Fist: Chen Zhen,2008,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4716,5032,Minecraft Life,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4717,5033,Tiny Trucks,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4718,5034,Wonder Balls,2015,"","",13/100,0,0,1,0,1,,tt7826972,8.6,19,tvSeries,Exact (title + year),
4719,5035,Game Changers,2012,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4720,5036,"Montréal: My Love, My Story",2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4721,5037,My Dream Derelict Home,2014,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4722,5038,Blue Realm,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4723,5039,Master Lin in Seoul,2012,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4724,5040,Kingdoms of Sumeria,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4725,5041,Ruining History,2017,"","",13/100,0,0,1,0,1,,tt8123920,8.2,391,tvSeries,Exact (title + year),
4726,5042,Carl Transform of Car City,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4727,5043,pocket.watch Challenge Squad,2018,"","",13/100,0,0,1,0,1,,tt8927222,5.6,9,tvSeries,Exact (title + year),
4728,5044,Cosmo Queens,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4729,5045,In the Dream to Find the Answer,2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4730,5046,South Bend's Lunkerville,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4731,5047,The Adventure Series,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4732,5048,Hardly Working,2008,"","",13/100,0,0,1,0,1,,tt1846093,7.6,253,tvSeries,"Fuzzy (title exact, year +-1)",
4733,5049,"Abu, The Little Dinosaur",2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4734,5050,Price Points,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4735,5051,Pinkfong! Dinosaur Musical Stories,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4736,5053,Warbirds Over the Trenches,2014,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4737,5054,You Colored My World,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4738,5055,Last Thing On My Phone,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4739,5056,X-Files History,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4740,5057,HowStuffWorks NOW,2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4741,5058,BabyFirst Halloween Special,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4742,5059,Lego Set Builds Nexo Knights - Artifex,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4743,5060,The Crusaders,2005,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4744,5061,World War II Diaries - The Complete War Report,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4745,5062,Fred Dinenage Murder Casebook,2010,"","",13/100,0,0,1,0,1,,tt1889810,8.1,160,tvSeries,"Fuzzy (title exact, year +-1)",
4746,5063,I Survived Real Estate,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4747,5064,Double Dare 76 & 77,1977,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4748,5066,Learning with Lizzy the Dog!,2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4749,5067,Local Hauntings,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4750,5068,The War at Sea,2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4751,5069,My Battalion,2014,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4752,5070,DIY Destinations Budget Travel Show,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4753,5071,Nordic Wild,2011,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4754,5072,S.O.S! Winter,2003,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4755,5073,Shorts in Minecraft,2014,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4756,5074,Lie Detector Test,2018,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4757,5075,Review: Pullip Doll Reviews,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4758,5076,Life of Jesus,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4759,5077,Microsoft Excel 2016 - Training,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4760,5078,The World's Best Chefs - The Toque 12,2013,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4761,5079,Kenneth Copeland Ministries,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4762,5080,Zumba Awesome Legs & Booty System,2014,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4763,5081,SMOSH Babies,2013,"","",13/100,0,0,1,0,1,,tt5028280,4.3,184,tvSeries,Exact (title + year),
4764,5082,Pinkfong! Animal Songs,2017,"","",13/100,0,0,1,0,1,,tt7818356,5.1,27,tvSeries,"Fuzzy (title exact, year +-1)",
4765,5083,Flip Flap,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4766,5084,Geometry,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4767,5085,Impossible Peace,2017,"","",13/100,0,0,1,0,1,,tt9394532,8.1,121,tvSeries,Exact (title + year),
4768,5086,The Duke Of Mount Deer,2014,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4769,5087,See Deng,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4770,5088,Faaail!,2016,"","",13/100,0,0,1,0,1,,tt5643026,7.5,7,tvMiniSeries,Exact (title + year),
4771,5089,Curious?,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4772,5090,Tesla Road Trip,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4773,5091,Bigger Questions,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4774,5092,Fifi: Cat Therapist,2014,"","",13/100,0,0,1,0,1,,tt3705890,6.1,18,tvSeries,Exact (title + year),
4775,5093,Gym Class Science,2015,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4776,5094,This Is Your Brain & Body When...,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4777,5095,Pinkfong! Dinosaur Songs,2014,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4778,5096,Pro-Semitism with Elon Gold,2011,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4779,5098,All Your History Are Belong To Us,2012,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4780,5099,Best Motorcycle Movies (Biker Documentary Anthology),2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4781,5100,3 Rabbits,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4782,5101,Inside Scotland Yard with Trevor McDonald,2016,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4783,5102,Love in Memory,2013,"","",13/100,0,0,1,0,1,,tt11364270,4.6,7,tvSeries,Exact (title + year),
4784,5103,Memorization: The Art of The Technique,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4785,5104,Piux XII,2017,"","",13/100,0,0,1,0,1,,,,,,Unmatched,
4786,5105,The Hunters Club,2014,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4787,5106,Travel the Road,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4788,5107,Pinkfong! Bedtime Lullabies,2015,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4789,5108,The Union Series,2016,"","",10/100,0,0,1,0,1,,tt5556636,7.7,19,tvSeries,Exact (title + year),
4790,5109,Another Dirty Room,2016,"","",10/100,0,0,1,0,1,,tt8969784,8.5,88,tvSeries,Exact (title + year),
4791,5110,Christmas in Car City,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4792,5111,Please Tell Me I'm Adopted!,2017,"","",10/100,0,0,1,0,1,,tt3959140,7.5,45,tvSeries,Exact (title + year),
4793,5112,Pinkfong! Puppet Show,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4794,5113,Chronicle Of Love,2015,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4795,5114,Underworld Wrestling,2018,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4796,5115,Best Laid Plans,2010,"","",10/100,0,0,1,0,1,,tt1596559,7.6,31,tvSeries,Exact (title + year),
4797,5116,Mob Squad,2012,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4798,5117,Designer Guys,2018,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4799,5118,Learn with Ted The Train,2016,"","",10/100,0,0,1,0,1,,tt7826988,7.7,26,tvSeries,Exact (title + year),
4800,5119,Night In/Night Out,2018,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4801,5120,Tasting Our Roots,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4802,5121,FUNnel Vision: Challenges,2018,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4803,5122,The Flavors of France,2013,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4804,5123,Earth Shocks: Our Hyperactive Planet,2007,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4805,5124,Board AF,2016,"","",10/100,0,0,1,0,1,,tt6614936,9,32,tvSeries,Exact (title + year),
4806,5125,The Wild Life,2014,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4807,5126,Great Taste No Money,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4808,5127,Foundations of Freedom with Historian David Barton,2015,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4809,5128,Alba's Cuban Kitchen,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4810,5129,Aprender con los Mini Constructores,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4811,5130,Behind Bars: The World's Toughest Prisons,2016,"","",10/100,0,0,1,0,1,,tt15576176,7.6,36,tvSeries,Exact (title + year),
4812,5131,Ghosts of The Caribbean,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4813,5132,The Story of Furong,2015,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4814,5133,Waterways: The Royal Canal,2013,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4815,5134,End of the Big Cats,2012,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4816,5135,Leo the Truck,2015,"","",10/100,0,0,1,0,1,,tt8475950,7.3,58,tvSeries,"Fuzzy (title exact, year +-1)",
4817,5136,Celtic Myths,2001,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4818,5137,US Bounty Hunters,2014,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4819,5138,SAS Rogue Warriors,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4820,5139,Concepto de Vida Plena,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4821,5140,The Fish Guyz,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4822,5141,Field of Stars,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4823,5142,All the Pizza,2016,"","",10/100,0,0,1,0,1,,tt11547472,6.6,26,tvSeries,Exact (title + year),
4824,5143,Python for Everybody,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4825,5144,I Pranked My Parents,2014,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4826,5145,Mad Fabricators Society,2015,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4827,5146,You Sang My Song,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4828,5147,Road to the Games 2016,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4829,5148,Have Steam Engine Will Travel,2013,"","",10/100,0,0,1,0,1,,tt2383988,8,11,tvSeries,"Fuzzy (title exact, year +-1)",
4830,5149,Clip: Adventures of Buttman (Annoying Orange Grand Theft Auto V Gaming),2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4831,5150,Gold War,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4832,5151,Fin Chasers,2017,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4833,5152,The F.B.I. Files Specials,2002,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4834,5153,Flannery's Porch,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4835,5154,USWA Memphis Wrestling,1989,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4836,5155,Behind the Scenes,2010,"","",10/100,0,0,1,0,1,,tt1805164,7.9,34,movie,Exact (title + year) [non-TV type],
4837,5156,Tales of the Unexplained,2004,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4838,5157,America Unveiled,2018,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4839,5158,Snowdonia 1890,2010,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4840,5159,Jesse James Austin Speed Shop,2012,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4841,5160,Project Restoration,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
4842,5161,Lego Set Builds City - Artifex,2016,"","",10/100,0,0,1,0,1,,,,,,Unmatched,
