title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_seasons_aggregated,tconst,imdb_title_type,rotten_tomatoes_numeric,log_hours_viewed_2023,log_imdb_ratecount_2021
Lady Dynamite,2016,16+,7.4,63/100,0,0,0,1,TRUE,3351,300000,,TRUE,TRUE,2016-05-20,2,tt4789300,tvSeries,63,12.6115410869661,8.11731246160198
Terrace House: Boys & Girls in the City,2015,7+,8.1,55/100,0,0,0,1,TRUE,1463,5900000,200000,TRUE,TRUE,2015-08-31,4,tt4790546,tvSeries,55,15.5904630783675,7.28892769452126
Atelier,2015,16+,7.2,48/100,0,0,0,1,TRUE,862,1700000,100000,TRUE,TRUE,2015-08-31,2,tt4790548,tvMiniSeries,48,14.3461393972616,6.76041469108343
Oh My Ghost,2015,Unknown,8.1,59/100,0,0,0,1,TRUE,3604,5600000,100000,FALSE,FALSE,2018-09-24,2,tt4799574,tvSeries,59,15.5382773342768,8.19007704971905
Alone,2015,16+,8.4,77/100,1,0,0,2,FALSE,3593,67400000,5000000,FALSE,FALSE,,7,tt4803766,tvSeries,77,18.0261555907193,8.18702106734351
Dragons: Race to the Edge,2015,7+,8.3,57/100,0,0,0,1,TRUE,5062,156700000,13500000,TRUE,FALSE,2015-06-26,12,tt4816058,tvSeries,57,18.8698437137079,8.52971447196991
Yu-Gi-Oh!,1998,Unknown,7.9,62/100,1,1,0,3,FALSE,1612,28500000,600000,FALSE,FALSE,,9,tt4834194,tvSeries,62,17.1654146803266,7.38585107812521
A Series of Unfortunate Events,2017,7+,7.8,79/100,0,0,0,1,TRUE,55098,65300000,4400000,TRUE,TRUE,2017-01-13,6,tt4834206,tvSeries,79,17.9945026095606,10.916886846156
Hotel Transylvania,2017,7+,5.5,43/100,0,0,0,1,TRUE,541,16200000,500000,FALSE,FALSE,,2,tt4858114,tvSeries,43,16.600521861931,6.29526600143965
Project Mc²,2015,all,6,47/100,0,0,0,1,TRUE,803,22500000,5400000,TRUE,TRUE,2015-08-07,12,tt4861760,tvSeries,47,16.9290259116191,6.68959926917897
Wynonna Earp,2016,16+,7.5,78/100,0,0,0,1,TRUE,20246,7900000,500000,FALSE,FALSE,,8,tt4878326,tvSeries,78,15.8823734440195,9.91576191341152
Stateless,2020,16+,7.6,65/100,0,0,0,1,TRUE,7025,9200000,1100000,FALSE,FALSE,2020-07-08,2,tt4878488,tvMiniSeries,65,16.0347141507149,8.85737283282577
3%,2016,18+,7.4,72/100,0,0,0,1,TRUE,22653,30000000,2100000,TRUE,TRUE,2016-11-24,8,tt4922804,tvSeries,72,17.2167079729598,10.0280917157607
Cathedral of the Sea,2018,16+,7.5,56/100,0,0,0,1,TRUE,3440,14900000,1000000,TRUE,TRUE,2018-08-31,2,tt4944694,tvSeries,56,16.5168718380298,8.14351740579748
Great News,2017,7+,7,66/100,0,0,0,1,TRUE,5766,7500000,700000,TRUE,TRUE,2018-08-23,4,tt4955480,tvSeries,66,15.8304137118399,8.65990729361541
The Good Place,2016,16+,8.2,88/100,0,0,0,1,TRUE,123949,135800000,11900000,FALSE,FALSE,2017-08-21,8,tt4955642,tvSeries,88,18.7266937804526,11.7276335374633
Greenleaf,2016,18+,7.4,59/100,0,0,0,1,TRUE,4522,74000000,4600000,TRUE,TRUE,2017-03-03,10,tt4971144,tvSeries,59,18.119575664682,8.41693076947784
Flaked,2016,18+,7.2,64/100,0,0,0,1,TRUE,10575,5400000,500000,TRUE,TRUE,2016-03-11,4,tt4973548,tvSeries,64,15.5019096967197,9.26634256209147
Secret City,2016,18+,7.4,71/100,0,0,0,1,TRUE,6839,10400000,1000000,TRUE,TRUE,2018-06-26,2,tt4976512,tvSeries,71,16.1573164602654,8.8305430106166
The Ranch,2016,16+,7.5,67/100,0,0,0,1,TRUE,34735,146200000,12400000,TRUE,TRUE,2016-04-01,16,tt4998212,tvSeries,67,18.8004861121199,10.4555318921181
Ice Fantasy,2016,16+,7.1,42/100,0,0,0,1,TRUE,541,200000,,FALSE,FALSE,,1,tt5022298,tvSeries,42,12.2060776455177,6.29526600143965
Legend Quest,2017,7+,7.4,43/100,0,0,0,1,TRUE,403,2800000,200000,TRUE,TRUE,2017-02-24,2,tt5038900,tvSeries,43,14.8451303322882,6.00141487796115
Cannon Busters,2019,18+,6.8,57/100,0,0,0,1,TRUE,1004,1800000,100000,FALSE,FALSE,2019-08-15,2,tt5066664,tvSeries,57,14.4032977784218,6.91274282049318
Ozark,2017,18+,8.4,89/100,0,0,0,1,TRUE,201029,220300000,8600000,TRUE,TRUE,2017-07-21,8,tt5071412,tvSeries,89,19.2105008163118,12.2112094296353
Lego Bionicle: The Journey to One,2016,7+,5.5,40/100,0,0,0,1,TRUE,149,2400000,1100000,TRUE,TRUE,2016-03-04,4,tt5075942,tvSeries,40,14.6909797119848,5.01063529409626
Troy: Fall of a City,2018,18+,3.8,54/100,0,0,0,1,TRUE,12669,25900000,1500000,TRUE,TRUE,2018-04-06,2,tt5103758,tvSeries,54,17.0697535652798,9.44699227331519
The Method,2015,18+,7.4,56/100,0,0,0,1,TRUE,2499,200000,,FALSE,FALSE,,1,tt5135336,tvSeries,56,12.2060776455177,7.82404601085629
The Witcher,2019,18+,8.2,89/100,0,0,0,1,TRUE,321578,751300000,76200000,TRUE,TRUE,2019-12-20,6,tt5180504,tvSeries,89,20.4373155986704,12.6809985156474
Secrets of Great British Castles,2015,7+,7.8,52/100,0,0,0,1,TRUE,884,7200000,700000,FALSE,FALSE,,4,tt5181284,tvSeries,52,15.7895917228752,6.78558764500793
Reply 1988,2015,Unknown,9.1,67/100,0,0,0,1,TRUE,4257,46800000,900000,TRUE,FALSE,,2,tt5182866,tvSeries,67,17.6613937822554,8.35655484545343
Making a Murderer,2015,16+,8.6,84/100,0,0,0,1,TRUE,88435,24300000,1100000,TRUE,TRUE,2015-12-18,4,tt5189670,tvSeries,84,17.005986949463,11.3900344055451
The Break,2016,18+,7.6,60/100,0,0,0,1,TRUE,203,1700000,100000,FALSE,FALSE,,3,tt5191128,tvSeries,60,14.3461393972616,5.31811999384422
Dawn of the Croods,2015,7+,6,46/100,0,0,0,1,TRUE,564,43500000,3700000,FALSE,FALSE,2015-12-24,8,tt5193172,tvSeries,46,17.5882715190474,6.33682573114644
Wanted,2016,16+,7.7,63/100,0,0,0,1,TRUE,4916,21700000,2000000,FALSE,FALSE,2017-10-24,6,tt5193358,tvSeries,63,16.8928228645936,8.50045386741194
Van Helsing,2016,16+,6.2,66/100,0,0,0,1,TRUE,18851,82700000,4100000,TRUE,TRUE,2016-12-17,10,tt5197820,tvSeries,66,18.2307301720858,9.84437428804362
Tabula Rasa,2017,18+,8,63/100,0,0,0,1,TRUE,8949,1000000,,FALSE,FALSE,2018-03-15,1,tt5197860,tvMiniSeries,63,13.8155115579638,9.0994088112689
Imposters,2017,16+,7.8,73/100,0,0,0,1,TRUE,11302,20500000,1400000,FALSE,FALSE,,4,tt5212822,tvSeries,73,16.8359354928891,9.33282345619073
Netflix Presents: The Characters,2016,18+,5.4,54/100,0,0,0,1,TRUE,730,200000,,TRUE,TRUE,2016-03-11,1,tt5228026,tvSeries,54,12.2060776455177,6.59441345974978
A Touch of Green,2015,Unknown,8.4,46/100,0,0,0,1,TRUE,238,300000,,FALSE,FALSE,,1,tt5231950,tvSeries,46,12.6115410869661,5.47646355193151
Lost in Space,2018,7+,7.3,80/100,1,0,0,2,FALSE,75450,108700000,6200000,TRUE,TRUE,2018-04-13,6,tt5232792,tvSeries,80,18.5041023612911,11.2312387179186
Word Party,2016,all,5.9,37/100,0,0,0,1,TRUE,309,55300000,9200000,TRUE,TRUE,2016-07-08,10,tt5235950,tvSeries,37,17.8282834845757,5.73657229747919
ERASED,2016,16+,8.5,74/100,1,0,0,2,FALSE,33610,2400000,200000,TRUE,TRUE,2017-12-15,2,tt5249462,tvMiniSeries,74,14.6909797119848,10.4226086733262
Marcella,2016,18+,7.4,72/100,0,0,0,1,TRUE,25873,44000000,4100000,TRUE,TRUE,2016-07-01,6,tt5269594,tvSeries,72,17.5997002146098,10.1609938824778
Chelsea Does,2016,18+,7.2,55/100,0,0,0,1,TRUE,2358,900000,,TRUE,TRUE,2016-01-23,1,tt5275894,tvSeries,55,13.7101511534169,7.76599307940768
Mindhunter,2017,18+,8.6,90/100,0,0,0,1,TRUE,230492,90700000,5000000,TRUE,TRUE,2017-10-13,4,tt5290382,tvSeries,90,18.3230679261107,12.3479757721941
Crashing,2016,Unknown,7.7,65/100,0,0,0,1,TRUE,15748,2100000,400000,FALSE,FALSE,2016-08-31,2,tt5295524,tvSeries,65,14.557448378884,9.66453215017458
Designated Survivor,2016,7+,7.5,77/100,0,0,0,1,TRUE,80319,318900000,9200000,TRUE,TRUE,2016-09-22,6,tt5296406,tvSeries,77,19.5803881351161,11.2937739349256
The Cuba Libre Story,2016,16+,7.7,48/100,0,0,0,1,TRUE,66,3800000,200000,FALSE,FALSE,2016-12-08,2,tt5319838,tvMiniSeries,48,15.1505118878545,4.20469261939097
Degrassi: Next Class,2016,7+,6.9,58/100,0,0,0,1,TRUE,2803,6000000,600000,TRUE,TRUE,2016-01-15,8,tt5320160,tvSeries,58,15.607270193859,7.93880224815448
Power Rangers Ninja Steel,2017,7+,6,45/100,0,0,0,1,TRUE,722,69900000,3500000,FALSE,FALSE,,4,tt5335606,tvSeries,45,18.0625762215102,6.58340922215877
Charité,2017,7+,7.9,59/100,0,0,0,1,TRUE,2800,3000000,300000,FALSE,FALSE,,6,tt5337806,tvSeries,59,14.9141231799657,7.93773177526011
One Day at a Time,2017,7+,8.2,77/100,0,0,0,1,TRUE,13872,38300000,2700000,TRUE,TRUE,2017-01-06,6,tt5339440,tvSeries,77,17.4609604802605,9.53769978408073
Mobile Suit Gundam: Iron-Blooded Orphans,2015,18+,7.9,56/100,0,0,0,1,TRUE,1320,6500000,300000,TRUE,FALSE,,4,tt5344382,tvSeries,56,15.687312888712,7.18614430452233
Cooked,2016,7+,8.1,56/100,0,0,0,1,TRUE,2761,1000000,100000,TRUE,TRUE,2016-02-19,2,tt5347906,tvMiniSeries,56,13.8155115579638,7.92371033396924
Tales by Light,2015,Unknown,8.3,55/100,0,0,0,1,TRUE,1803,2700000,500000,TRUE,FALSE,2016-11-10,6,tt5350276,tvSeries,55,14.8087627013449,7.49776170062257
Disenchantment,2018,16+,7.2,74/100,0,0,0,1,TRUE,49988,139400000,20000000,TRUE,TRUE,2018-08-17,9,tt5363918,tvSeries,74,18.7528580634643,10.8195582602067
Riverdale,2017,16+,6.8,81/100,1,0,0,2,FALSE,125116,361900000,13500000,FALSE,FALSE,2017-01-27,14,tt5420376,tvSeries,81,19.7068784912972,11.7370045785096
Anne with an E,2017,all,8.7,80/100,0,0,0,1,TRUE,41979,168000000,11700000,TRUE,TRUE,2017-05-12,6,tt5421602,tvSeries,80,18.9394745433199,10.6449485933746
Gilmore Girls: A Year in the Life,2016,16+,7.6,68/100,0,0,0,1,TRUE,32300,37900000,3400000,TRUE,TRUE,2016-11-25,2,tt5435008,tvMiniSeries,68,17.4504616964379,10.3828534684838
La Esclava Blanca,2016,Unknown,,24/100,0,0,0,1,TRUE,492,2400000,,FALSE,FALSE,,1,tt5458128,tvSeries,24,14.6909797119848,6.20050917404269
Kong: King of the Apes,2016,7+,5.8,37/100,0,0,0,1,TRUE,279,21700000,1700000,TRUE,TRUE,2016-04-15,4,tt5462936,tvSeries,37,16.8928228645936,5.63478960316925
Gypsy,2017,18+,6.8,67/100,0,0,0,1,TRUE,14742,19000000,900000,TRUE,TRUE,2017-06-30,2,tt5503718,tvSeries,67,16.7599495897623,9.59852367284982
Godless,2017,18+,8.3,80/100,0,0,0,1,TRUE,55926,55700000,3400000,TRUE,TRUE,2017-11-22,2,tt5516154,tvMiniSeries,80,17.8354907228508,10.9318025479004
Good Morning Call,2016,all,7.5,53/100,0,0,0,1,TRUE,2833,14800000,600000,TRUE,FALSE,2016-02-11,4,tt5520732,tvSeries,53,16.5101378063019,7.94944442025063
Kabaneri of the Iron Fortress,2016,18+,7.2,59/100,0,0,0,1,TRUE,4544,300000,,FALSE,FALSE,,1,tt5556656,tvSeries,59,12.6115410869661,8.42178300661158
Easy,2016,18+,6.9,69/100,0,0,0,1,TRUE,12589,11100000,1200000,TRUE,TRUE,2016-09-22,6,tt5562056,tvSeries,69,16.2224557563727,9.44065812703839
60 Days In,2016,16+,7.7,62/100,1,1,0,3,FALSE,2217,16500000,800000,FALSE,FALSE,,4,tt5564124,tvSeries,62,16.6188709994769,7.70436116791031
Friends from College,2017,18+,6.9,66/100,0,0,0,1,TRUE,18742,26700000,3700000,TRUE,TRUE,2017-07-14,4,tt5565334,tvSeries,66,17.1001741608237,9.83857562835898
Maniac,2018,18+,7.8,78/100,0,0,0,1,TRUE,68414,8300000,600000,TRUE,TRUE,2018-09-21,2,tt5580146,tvMiniSeries,78,15.9317661932487,11.1333473778139
Santa Clarita Diet,2017,18+,7.8,79/100,0,0,0,1,TRUE,59187,42300000,3900000,TRUE,TRUE,2017-02-03,6,tt5580540,tvSeries,79,17.5602976676572,10.9884740976224
Voltron: Legendary Defender,2016,7+,8.1,69/100,0,0,0,1,TRUE,7904,23500000,2700000,TRUE,FALSE,2016-06-10,16,tt5580664,tvSeries,69,16.9725110216676,8.97525074964357
Manhunt,2017,16+,8.1,72/100,0,0,0,1,TRUE,53548,900000,,FALSE,FALSE,2018-05-04,1,tt5618256,tvSeries,72,13.7101511534169,10.8883524015652
Flowers,2016,Unknown,8.2,72/100,0,0,0,1,TRUE,4583,300000,,FALSE,FALSE,,2,tt5619658,tvSeries,72,12.6115410869661,8.43032725839458
Pinky Malinky,2019,7+,5.7,38/100,0,0,0,1,TRUE,360,17500000,1800000,TRUE,TRUE,2019-01-01,6,tt5621544,tvSeries,38,16.6777114960366,5.88887795833288
The Mist,2017,16+,5.4,65/100,0,0,0,1,TRUE,22778,27300000,1700000,FALSE,FALSE,2017-08-25,2,tt5639976,tvSeries,65,17.1223972967852,10.0335943378813
Travelers,2016,16+,8.1,77/100,0,0,0,1,TRUE,48252,70000000,3400000,TRUE,TRUE,2016-12-23,6,tt5651844,tvSeries,77,18.0640058142993,10.7842132810001
Wet Hot American Summer: Ten Years Later,2017,16+,6.9,61/100,0,0,0,1,TRUE,7616,1800000,100000,TRUE,TRUE,2017-08-04,2,tt5669272,tvMiniSeries,61,14.4032977784218,8.93813787037279
Watership Down,2018,7+,7.2,64/100,0,0,0,1,TRUE,5489,5200000,600000,TRUE,TRUE,2018-12-23,2,tt5670764,tvMiniSeries,64,15.4641693758593,8.61068353450358
72 Dangerous Places to Live,2016,18+,6.2,43/100,0,0,0,1,TRUE,294,9600000,800000,TRUE,TRUE,,2,tt5674272,tvMiniSeries,43,16.0772737606047,5.68697535633982
Cable Girls,2017,18+,7.6,63/100,0,0,0,1,TRUE,12674,50100000,3400000,TRUE,TRUE,2017-04-28,8,tt5674718,tvSeries,63,17.7295315860152,9.44738682845938
Sin Senos Sí Hay Paraíso,2016,16+,6.7,56/100,0,0,0,1,TRUE,459,61100000,,FALSE,FALSE,,3,tt5676412,tvSeries,56,17.9280224405084,6.13122648948314
Another Miss Oh,2016,Unknown,7.9,52/100,0,0,0,1,TRUE,1419,13200000,300000,TRUE,TRUE,,2,tt5679572,tvSeries,52,16.3957274633142,7.25841215059531
Dear My Friends,2016,Unknown,8.3,41/100,0,0,0,1,TRUE,242,2900000,,FALSE,FALSE,,1,tt5689030,tvSeries,41,14.8802216397842,5.49306144334055
The Windsors,2016,18+,7.1,60/100,0,0,0,1,TRUE,2318,3600000,700000,TRUE,TRUE,,6,tt5692740,tvSeries,60,15.0964446812041,7.74889133725553
Coach Snoop,2016,all,6.9,44/100,0,0,0,1,TRUE,540,1300000,200000,TRUE,TRUE,2018-02-02,2,tt5697642,tvSeries,44,14.0778755916622,6.29341927884648
Toon,2016,Unknown,7.7,46/100,0,0,0,1,TRUE,779,100000,,TRUE,TRUE,2019-10-18,1,tt5698140,tvSeries,46,11.5129354649202,6.65929391968364
Girlboss,2017,18+,7,63/100,0,0,0,1,TRUE,16017,13600000,1000000,TRUE,TRUE,2017-04-21,2,tt5706996,tvSeries,63,16.4255804242357,9.68146836888363
Marlon,2017,7+,7.1,55/100,1,0,0,2,FALSE,3648,13300000,900000,FALSE,FALSE,2018-06-14,4,tt5720168,tvSeries,55,16.40327466838,8.20220843643645
The Worst Witch,2017,7+,7.3,53/100,0,0,0,1,TRUE,2018,78300000,5800000,TRUE,TRUE,2017-07-21,8,tt5721172,tvSeries,53,18.1760581737324,7.61035761831284
El Chema,2016,16+,6.8,48/100,0,0,0,1,TRUE,267,43200000,,FALSE,FALSE,,1,tt5730624,tvSeries,48,17.5813510763625,5.59098698051086
Kiss Me First,2018,18+,6.3,57/100,0,0,0,1,TRUE,3574,600000,100000,TRUE,TRUE,2018-06-29,2,tt5730690,tvMiniSeries,57,13.3046866008636,8.18172045512811
Dark,2017,16+,8.8,93/100,0,0,0,1,TRUE,305450,90500000,5100000,TRUE,TRUE,2017-12-01,6,tt5753856,tvSeries,93,18.3208604197199,12.6295446519308
Home: Adventures with Tip & Oh,2016,7+,6,43/100,0,0,0,1,TRUE,525,23000000,1800000,FALSE,FALSE,2016-07-29,8,tt5759196,tvSeries,43,16.9510048173717,6.26530121273771
GLOW,2017,18+,8,79/100,0,0,0,1,TRUE,41553,10600000,900000,TRUE,TRUE,2017-06-23,6,tt5770786,tvSeries,79,16.1763646534219,10.6347490652047
Sick Note,2017,18+,6.8,63/100,0,0,0,1,TRUE,6337,3300000,500000,FALSE,FALSE,2018-11-23,4,tt5770788,tvSeries,63,15.009433329467,8.75431854025087
Julie's Greenroom,2017,Unknown,8.4,43/100,0,0,0,1,TRUE,294,200000,,TRUE,TRUE,2017-03-17,1,tt5779222,tvSeries,43,12.2060776455177,5.68697535633982
The Indian Detective,2017,Unknown,6.5,55/100,0,0,0,1,TRUE,2791,2000000,300000,TRUE,TRUE,2017-12-18,2,tt5797220,tvMiniSeries,55,14.5086582385241,7.93451346388226
72 Cutest Animals,2016,Unknown,5.8,42/100,0,0,0,1,TRUE,387,4100000,300000,FALSE,FALSE,,2,tt5815824,tvMiniSeries,42,15.2264977755769,5.96100533962327
El marginal,2016,18+,8.2,60/100,0,0,0,1,TRUE,2960,38700000,2600000,FALSE,FALSE,2016-10-06,10,tt5820976,tvSeries,60,17.4713501838398,7.99328232810159
Rainbow Ruby,2016,all,6.6,39/100,0,0,0,1,TRUE,59,13800000,,FALSE,FALSE,,1,tt5828144,tvSeries,39,16.4401792225912,4.0943445622221
Paranoid,2016,Unknown,6.7,59/100,0,0,0,1,TRUE,7213,12700000,1000000,TRUE,TRUE,2016-11-17,2,tt5839454,tvMiniSeries,59,16.357112630169,8.88377886146349
Ask the Storybots,2016,all,8.4,49/100,0,0,0,1,TRUE,722,28100000,4000000,TRUE,FALSE,2016-08-12,6,tt5846856,tvSeries,49,17.1512801698912,6.58340922215877
Paquita Salas,2016,Unknown,8,51/100,0,0,0,1,TRUE,2635,2500000,600000,TRUE,TRUE,2017-10-03,6,tt5866074,tvSeries,51,14.7318016898383,7.8770178956224
World of Winx,2016,7+,6.8,46/100,0,0,0,1,TRUE,627,11300000,1000000,TRUE,TRUE,2016-11-04,4,tt5874596,tvSeries,46,16.2403133721781,6.4425401664682
Fearless,2016,Unknown,7.2,45/100,0,1,0,2,FALSE,267,3300000,400000,TRUE,TRUE,2016-08-19,2,tt5883700,tvSeries,45,15.009433329467,5.59098698051086
Disjointed,2017,18+,6.8,60/100,0,0,0,1,TRUE,9192,15300000,1300000,FALSE,FALSE,2017-08-25,4,tt5884792,tvSeries,60,16.5433634517221,9.12619760386375
Cyborg 009: Call of Justice,2017,Unknown,5.8,41/100,0,0,0,1,TRUE,163,700000,100000,TRUE,TRUE,2017-02-09,2,tt5894272,tvSeries,41,13.458837042596,5.0998664278242
Kuromukuro,2016,16+,7.2,48/100,0,0,0,1,TRUE,1144,3100000,300000,TRUE,TRUE,2016-04-10,4,tt5895314,tvSeries,48,14.946912992036,7.04315991598834
Norsemen,2016,18+,7.8,65/100,0,0,0,1,TRUE,15507,11400000,1700000,TRUE,TRUE,2017-08-17,6,tt5905354,tvSeries,65,16.249124001084,9.64911129879082
GHOUL,2018,18+,7.1,69/100,0,0,0,1,TRUE,12855,2700000,500000,TRUE,TRUE,2018-08-24,2,tt5909930,tvMiniSeries,69,14.8087627013449,9.46156590741735
Kim's Convenience,2016,16+,8.2,73/100,0,0,0,1,TRUE,11104,79500000,11400000,TRUE,FALSE,,10,tt5912064,tvSeries,73,18.1912675922032,9.31515073632853
Skylanders Academy,2016,7+,6.6,45/100,0,0,0,1,TRUE,618,19200000,1500000,TRUE,TRUE,2016-10-28,6,tt5916218,tvSeries,45,16.7704208890813,6.4281052726846
The Spy,2019,18+,7.9,75/100,0,0,0,1,TRUE,35011,11300000,1200000,TRUE,TRUE,2019-09-06,2,tt5952634,tvMiniSeries,75,16.2403133721781,10.4634461388523
The Fix,2018,18+,7.1,45/100,0,0,0,1,TRUE,1617,500000,,TRUE,TRUE,2018-12-14,1,tt5960546,tvSeries,45,13.1223653774023,7.38894609761844
The K2,2016,16+,7.8,57/100,0,0,0,1,TRUE,4200,38400000,900000,FALSE,FALSE,,2,tt5966882,tvSeries,57,17.4635680435996,8.34307787116938
Cheer Squad,2016,7+,7.4,45/100,0,0,0,1,TRUE,147,700000,,FALSE,FALSE,,1,tt5993744,tvSeries,45,13.458837042596,4.99721227376412
White Gold,2017,18+,7.4,67/100,0,0,0,1,TRUE,9792,4200000,700000,TRUE,TRUE,2017-08-17,4,tt6010920,tvSeries,67,15.2505953213488,9.1894231237208
Bottersnikes & Gumbles,2016,7+,5.2,32/100,0,0,0,1,TRUE,39,1700000,200000,FALSE,FALSE,2016-08-19,4,tt6015820,tvSeries,32,14.3461393972616,3.68887945411394
Bill Nye Saves the World,2017,7+,3.6,47/100,0,0,0,1,TRUE,6674,900000,,TRUE,TRUE,2017-04-21,3,tt6021260,tvSeries,47,13.7101511534169,8.80612448326845
Man to Man,2017,Unknown,7.4,56/100,0,0,0,1,TRUE,1004,17500000,1000000,FALSE,FALSE,,1,tt6032762,tvSeries,56,16.6777114960366,6.91274282049318
Kulipari: An Army of Frogs,2016,7+,7,35/100,0,0,0,1,TRUE,226,1700000,200000,TRUE,TRUE,2016-09-02,2,tt6035850,tvSeries,35,14.3461393972616,5.4249500174814
Crazyhead,2016,16+,7.3,64/100,0,0,0,1,TRUE,4538,1000000,100000,TRUE,TRUE,2016-12-16,2,tt6038584,tvMiniSeries,64,13.8155115579638,8.42046200245647
Black Lightning,2018,16+,6.1,71/100,0,0,0,1,TRUE,22795,62900000,2800000,FALSE,FALSE,2018-01-23,8,tt6045840,tvSeries,71,17.9570567375689,10.0343403609549
Molang,2015,all,8.6,49/100,1,1,0,3,FALSE,244,23700000,2300000,FALSE,FALSE,,7,tt6046238,tvSeries,49,16.9809856482995,5.50125821054473
White Rabbit Project,2016,7+,6.9,50/100,0,0,0,1,TRUE,1562,900000,100000,TRUE,TRUE,2016-12-09,2,tt6048644,tvSeries,50,13.7101511534169,7.35436233042148
Takki,2012,all,7.1,41/100,0,0,0,1,TRUE,98,100000,,TRUE,TRUE,2021-10-28,1,tt6052432,tvMiniSeries,41,11.5129354649202,4.59511985013459
Love O2O,2016,16+,8,42/100,0,0,0,1,TRUE,1852,15700000,400000,TRUE,FALSE,,2,tt6055498,tvSeries,42,16.5691713340128,7.52456122628536
Greenhouse Academy,2017,7+,6.9,59/100,0,0,0,1,TRUE,5177,39400000,4400000,TRUE,TRUE,2017-09-08,8,tt6076336,tvSeries,59,17.4892763996489,8.55217416031148
Sacred Games,2018,18+,8.6,80/100,0,0,0,1,TRUE,79222,12000000,900000,TRUE,TRUE,2018-07-06,4,tt6077448,tvSeries,80,16.3004172910856,11.2800219396838
Chef's Table: France,2016,16+,8.3,51/100,0,0,0,1,TRUE,1620,700000,100000,TRUE,TRUE,2016-09-02,2,tt6088326,tvMiniSeries,51,13.458837042596,7.39079852173568
Life Sentence,2018,16+,6.6,59/100,0,0,0,1,TRUE,3528,3200000,100000,FALSE,FALSE,,2,tt6088922,tvSeries,59,14.9786616802699,8.16876982367527
Damnation,2017,18+,7.7,65/100,0,0,0,1,TRUE,7289,2800000,100000,TRUE,FALSE,2018-02-01,2,tt6106704,tvSeries,65,14.8451303322882,8.8942588250027
My Only Love Song,2017,18+,6.9,45/100,0,0,0,1,TRUE,543,4200000,200000,TRUE,TRUE,2017-06-08,2,tt6125832,tvSeries,45,15.2505953213488,6.29894924685594
Dynasty,2017,16+,7.3,71/100,0,0,0,1,TRUE,16128,198100000,5900000,TRUE,TRUE,2017-10-12,10,tt6128300,tvSeries,71,19.1042825167167,9.68837417291718
Time: The Kalief Browder Story,2017,16+,8.5,67/100,0,0,0,1,TRUE,2398,1800000,200000,TRUE,TRUE,2017-09-15,2,tt6133034,tvMiniSeries,67,14.4032977784218,7.7828072628397
Unit 42,2017,7+,7,54/100,0,0,0,1,TRUE,1918,8200000,,FALSE,FALSE,2019-06-14,2,tt6136644,tvSeries,54,15.9196448341857,7.5595594960077
Workin' Moms,2017,18+,7.6,70/100,0,0,0,1,TRUE,11272,218300000,12100000,TRUE,FALSE,2019-01-04,14,tt6143796,tvSeries,70,19.201380826101,9.33016576504453
Midnight Diner: Tokyo Stories,2016,16+,8.4,57/100,0,0,0,1,TRUE,3604,5000000,500000,TRUE,TRUE,2016-10-20,4,tt6150576,tvSeries,57,15.4249486703984,8.19007704971905
StoryBots Super Songs,2016,all,8.5,39/100,0,0,0,1,TRUE,147,2900000,700000,FALSE,FALSE,,2,tt6163070,tvSeries,39,14.8802216397842,4.99721227376412
Killer Women with Piers Morgan,2016,Unknown,6.5,49/100,1,0,0,2,FALSE,671,500000,100000,FALSE,FALSE,,3,tt6172806,tvSeries,49,13.1223653774023,6.51025834052315
My Sassy Girl,2017,Unknown,6.9,43/100,0,0,0,1,TRUE,407,9400000,300000,TRUE,FALSE,,2,tt6175760,tvSeries,43,16.0562203536232,6.01126717440416
The Hollow,2018,7+,7.2,63/100,0,0,0,1,TRUE,3608,18900000,2000000,TRUE,TRUE,2018-06-08,4,tt6193336,tvSeries,63,16.7546725329399,8.19118600464279
Voice,2017,16+,7.7,54/100,0,0,0,1,TRUE,1380,4200000,100000,TRUE,TRUE,,2,tt6212854,tvSeries,54,15.2505953213488,7.23056315340929
One More Time,2016,Unknown,6.9,45/100,0,0,0,1,TRUE,504,200000,,FALSE,FALSE,2017-01-26,1,tt6212990,tvMiniSeries,45,12.2060776455177,6.22455842927536
Super Monsters,2017,all,6.5,43/100,0,0,0,1,TRUE,341,31100000,5600000,TRUE,TRUE,2017-10-13,6,tt6214876,tvSeries,43,17.2527184093038,5.83481073706261
Captive,2016,Unknown,6.9,50/100,0,0,0,1,TRUE,600,5500000,200000,TRUE,TRUE,2016-12-09,2,tt6246500,tvSeries,50,15.5202588320209,6.39859493453521
The End of the F***ing World,2017,18+,8.1,85/100,0,0,0,1,TRUE,154424,26600000,4600000,TRUE,TRUE,2018-01-05,4,tt6257970,tvSeries,85,17.0964218113459,11.9474638205641
Sisters,2017,Unknown,7.5,52/100,0,0,0,1,TRUE,1499,1700000,100000,FALSE,FALSE,2018-09-01,2,tt6258050,tvMiniSeries,52,14.3461393972616,7.3132203870903
Be with You,2015,Unknown,7.1,30/100,0,0,0,1,TRUE,15,300000,,FALSE,FALSE,,1,tt6270550,tvSeries,30,12.6115410869661,2.77258872223978
