had_season_label,alt_title_script,Hours_Viewed_2023,Views_2023,Available_Globally_Ever,Available_Globally_Always,Release_Date_Earliest,n_rows_aggregated,n_distinct_seasons,base_title
FALSE,Devanagari,200000,,FALSE,FALSE,,1,1,Dhan Dhana Dhan Goal
FALSE,Devanagari,300000,,FALSE,FALSE,,1,1,Dhanak
FALSE,Devanagari,600000,,FALSE,FALSE,,1,1,Dharam Sankat Mein
TRUE,Devanagari,1100000,,FALSE,FALSE,,1,1,Dharmakshetra
FALSE,none,200000,,FALSE,FALSE,,1,1,Dhh
FALSE,Devanagari,200000,,FALSE,FALSE,,1,1,Dhobi Ghat (Mumbai Diaries)
TRUE,Latin,44100000,5700000,TRUE,TRUE,2022-05-18,3,2,DI4RIES
TRUE,none,8200000,700000,TRUE,TRUE,2018-12-21,4,2,Diablero
TRUE,none,6600000,500000,TRUE,TRUE,2019-08-16,2,1,Diagnosis
TRUE,none,200000,,FALSE,FALSE,,1,1,Diamond City
FALSE,none,100000,,FALSE,FALSE,,1,1,Diana (2013)
FALSE,none,100000,,FALSE,FALSE,,1,1,"Diana, Princess of Wales: A Celebration of a Life"
FALSE,none,100000,,TRUE,TRUE,2021-10-01,1,1,Diana: The Musical
FALSE,none,500000,,FALSE,FALSE,,1,1,Diana: The Woman Inside
FALSE,none,400000,,FALSE,FALSE,,1,1,Diary ng Panget
TRUE,Latin,29300000,1000000,FALSE,FALSE,2022-09-07,2,1,Diary of a Gigolo
FALSE,none,11500000,,FALSE,FALSE,,1,1,Diary of a Mad Black Woman
FALSE,Latin,100000,,FALSE,FALSE,,1,1,Diary of a Modern Dad
FALSE,Korean,17300000,,FALSE,FALSE,,1,1,Diary of A Prosecutor
TRUE,Korean,2900000,200000,FALSE,FALSE,,1,1,Diary of a Prosecutor
TRUE,Thai,2700000,200000,FALSE,FALSE,,4,2,Diary Of Tootsies
FALSE,none,200000,,FALSE,FALSE,,1,1,Dictado
FALSE,none,1500000,,FALSE,FALSE,,1,1,Did You Hear About the Morgans?
FALSE,none,200000,,FALSE,FALSE,,1,1,Die Beautiful
FALSE,none,100000,,FALSE,FALSE,,1,1,Die Frau vom Checkpoint Charlie: The Woman at Checkpoint Charlie
TRUE,none,400000,100000,FALSE,FALSE,,2,1,Die Germanen
FALSE,none,100000,,FALSE,FALSE,,1,1,Die Gustloff: The Gustloff
FALSE,none,900000,,FALSE,FALSE,,1,1,Die Känguru-Chroniken
FALSE,none,100000,,FALSE,FALSE,,1,1,Die Luftbrücke: The Airlift
FALSE,none,200000,,FALSE,FALSE,,1,1,Die Mamba - Gefährlich lustig!
FALSE,none,100000,,FALSE,FALSE,,1,1,Die Porsche 911 Story
FALSE,none,200000,,FALSE,FALSE,,1,1,Die Schwarzen Brüder
FALSE,none,100000,,FALSE,FALSE,,1,1,Die Sturmflut: The Storm
TRUE,none,200000,,FALSE,FALSE,,1,1,Die Wikinger
FALSE,Latin,500000,,FALSE,FALSE,,1,1,Die Wilden Hühner und das Leben
FALSE,none,200000,,FALSE,FALSE,,1,1,Diego Maradona
FALSE,none,300000,,FALSE,FALSE,,1,1,Dieses bescheuerte Herz
FALSE,Arabic,400000,,FALSE,FALSE,,1,1,Different Experience
TRUE,Latin,5200000,600000,TRUE,TRUE,2021-11-26,2,1,Dig Deeper: The Disappearance of Birgit Meier
FALSE,none,200000,,FALSE,FALSE,,1,1,Dignitate
FALSE,none,100000,,FALSE,FALSE,,1,1,Dikkulu Choodaku Ramayya
FALSE,none,1400000,,FALSE,FALSE,,1,1,Dil Chahta Hai
FALSE,Devanagari,2900000,,FALSE,FALSE,,1,1,Dil Dhadakne Do
FALSE,Devanagari,800000,,FALSE,FALSE,,1,1,Dil Se
FALSE,none,300000,,FALSE,FALSE,,1,1,Dilan 1990
FALSE,none,200000,,FALSE,FALSE,,1,1,Dilan 1991
FALSE,none,3700000,,FALSE,FALSE,,1,1,Dilwale (2015)
FALSE,Devanagari,100000,,FALSE,FALSE,,1,1,Dil
FALSE,none,100000,,FALSE,FALSE,,1,1,Dimsum Martabak
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Diner
FALSE,none,600000,,FALSE,FALSE,,1,1,Dinner at My Place
TRUE,none,1700000,,FALSE,FALSE,,3,3,Dinner Date
TRUE,Japanese,2600000,400000,TRUE,FALSE,2019-11-22,4,2,Dino Girl Gauko
FALSE,Korean,300000,,FALSE,FALSE,,1,1,Dino Mecard
TRUE,Japanese,28300000,600000,FALSE,FALSE,,2,1,Dinosaur King
FALSE,Korean,100000,,FALSE,FALSE,,1,1,Dinosaur Mecards: The Island of Tinysaurs
TRUE,none,11200000,400000,FALSE,FALSE,,4,2,Dinosaur Train
FALSE,none,100000,,FALSE,FALSE,,1,1,Dinosaurier – Gegen uns seht ihr alt aus!
TRUE,none,17800000,2300000,FALSE,FALSE,2017-11-10,6,3,Dinotrux Supercharged
TRUE,none,34000000,4200000,FALSE,FALSE,2015-08-14,10,5,Dinotrux
FALSE,none,300000,,TRUE,TRUE,2022-09-06,1,1,Diorama
FALSE,none,100000,,FALSE,FALSE,,1,1,Dioses y perros
TRUE,none,11600000,800000,FALSE,FALSE,2016-12-11,4,2,Dirk Gently's Holistic Detective Agency
FALSE,none,200000,,TRUE,TRUE,2022-06-10,1,1,Dirty Daddy: The Bob Saget Tribute
FALSE,none,3700000,,FALSE,FALSE,,1,1,Dirty Dancing (1987)
FALSE,none,13200000,,FALSE,FALSE,,1,1,Dirty Grandpa
FALSE,none,18100000,1400000,FALSE,FALSE,2020-08-14,2,1,Dirty John: Betty Broderick
FALSE,none,15500000,1200000,FALSE,FALSE,2019-02-14,2,1,Dirty John: John Meehan
TRUE,none,2100000,200000,TRUE,TRUE,2022-04-08,2,1,Dirty Lines
TRUE,none,7300000,500000,TRUE,TRUE,2018-01-26,4,2,Dirty Money
FALSE,none,1500000,,FALSE,FALSE,,1,1,Disappearance at Clifton Hill
FALSE,none,200000,,FALSE,FALSE,,1,1,Disaster Movie
FALSE,none,300000,,TRUE,TRUE,2020-06-19,1,1,Disclosure
FALSE,Devanagari,100000,,FALSE,FALSE,,1,1,Disco Dancer
FALSE,none,100000,,FALSE,FALSE,,1,1,Disco Polo
FALSE,none,300000,,FALSE,FALSE,,1,1,Disconnect (2018)
FALSE,none,7400000,,TRUE,TRUE,2023-01-13,1,1,Disconnect: The Wedding Planner
TRUE,none,139400000,20000000,TRUE,TRUE,2018-08-17,9,5,Disenchantment
TRUE,none,15300000,1300000,FALSE,FALSE,2017-08-25,4,2,Disjointed
TRUE,Hebrew,1400000,200000,FALSE,FALSE,,4,2,Dismissed
FALSE,none,500000,,FALSE,FALSE,,1,1,Disobedience
FALSE,none,100000,,FALSE,FALSE,,1,1,Disturbia
FALSE,Korean,1600000,,FALSE,FALSE,,1,1,Ditto
TRUE,none,13600000,1300000,TRUE,TRUE,2021-09-03,2,1,Dive Club
FALSE,none,3800000,,FALSE,FALSE,,1,1,Divergent
FALSE,none,100000,,FALSE,FALSE,,1,1,Divine Secrets of the Ya-Ya Sisterhood
FALSE,none,500000,,TRUE,TRUE,2016-11-18,1,1,Divines
TRUE,Korean,80100000,800000,TRUE,TRUE,2023-03-04,2,1,Divorce Attorney Shin
FALSE,none,500000,,FALSE,FALSE,,1,1,Divorzio a Las Vegas
FALSE,none,100000,,FALSE,FALSE,,1,1,Divã a Dois
FALSE,none,100000,,FALSE,FALSE,,1,1,Diên Biên Phu
FALSE,Latin,6000000,,TRUE,TRUE,2019-06-14,1,1,DJ Cinderella
FALSE,none,100000,,TRUE,TRUE,,1,1,Django & Django
FALSE,Latin,100000,,FALSE,FALSE,,1,1,Django Shoots First
FALSE,none,7100000,,FALSE,FALSE,,1,1,Django Unchained
TRUE,none,10900000,1300000,FALSE,FALSE,,1,1,Django
TRUE,Korean,19200000,500000,TRUE,TRUE,2020-10-07,2,1,Do Do Sol Sol La La Sol
FALSE,Devanagari,500000,,FALSE,FALSE,,1,1,Do Dooni Chaar
FALSE,Devanagari,100000,,FALSE,FALSE,,1,1,Do Paise Ki Dhoop Chaar Aane Ki Baarish
FALSE,none,20400000,,TRUE,TRUE,2022-09-16,1,1,Do Revenge
TRUE,Korean,6300000,100000,FALSE,FALSE,,2,1,Do You Like Brahms?
FALSE,Latin,200000,,FALSE,FALSE,,1,1,Do You See Me?
FALSE,none,600000,,FALSE,FALSE,,1,1,Do Your Worst
FALSE,Devanagari,1800000,,FALSE,FALSE,,1,1,Dobaaraa
TRUE,none,300000,,FALSE,FALSE,,1,1,Doc Martin (2004)
FALSE,none,1100000,,FALSE,FALSE,,1,1,Doctor (Tamil) (2021)
FALSE,none,600000,,FALSE,FALSE,,1,1,Doctor (Telugu) (2021)
TRUE,Korean,253900000,3600000,TRUE,TRUE,2023-04-15,2,1,Doctor Cha
FALSE,Devanagari,6500000,,FALSE,FALSE,,1,1,Doctor G
TRUE,Korean,14200000,500000,FALSE,FALSE,,2,1,Doctor John
TRUE,Korean,9300000,200000,FALSE,FALSE,,2,1,Doctor Prisoner
FALSE,none,1500000,,FALSE,FALSE,,1,1,Doctor Sleep
TRUE,Korean,20300000,600000,FALSE,FALSE,,2,1,Doctor Stranger
FALSE,Japanese,2100000,200000,FALSE,FALSE,,2,1,Doctor X Surgeon Michiko Daimon 1
FALSE,Japanese,2000000,200000,FALSE,FALSE,,2,1,Doctor X Surgeon Michiko Daimon 2
FALSE,Japanese,2100000,200000,FALSE,FALSE,,2,1,Doctor X Surgeon Michiko Daimon 3
FALSE,Japanese,1900000,200000,FALSE,FALSE,,2,1,Doctor X Surgeon Michiko Daimon 4
FALSE,Japanese,1600000,100000,FALSE,FALSE,,2,1,Doctor X Surgeon Michiko Daimon 5
FALSE,Japanese,1500000,100000,FALSE,FALSE,,2,1,Doctor X Surgeon Michiko Daimon 6
FALSE,Japanese,2200000,200000,FALSE,FALSE,,2,1,Doctor X Surgeon Michiko Daimon 7
TRUE,Korean,31900000,1100000,FALSE,FALSE,,2,1,Doctors
TRUE,none,2000000,100000,FALSE,FALSE,,5,4,Documentary Now!
TRUE,Japanese,300000,100000,FALSE,FALSE,,1,1,Dog and Scum
FALSE,none,17700000,,FALSE,FALSE,2021-05-28,1,1,Dog Gone Trouble
FALSE,none,61600000,,TRUE,TRUE,2023-01-13,1,1,Dog Gone
FALSE,none,100000,,FALSE,FALSE,,1,1,Dog Pound
TRUE,none,3700000,500000,FALSE,FALSE,,3,3,Dogs Behaving Very Badly
TRUE,none,3100000,400000,TRUE,TRUE,2021-11-18,4,2,Dogs in Space
TRUE,none,9400000,500000,TRUE,TRUE,2018-12-07,2,1,Dogs of Berlin
FALSE,Latin,300000,,FALSE,FALSE,,1,1,"Dogs, Lovers and Other Troubles"
TRUE,none,4300000,400000,TRUE,TRUE,2018-11-16,4,2,Dogs
FALSE,Latin,1900000,,FALSE,FALSE,2021-03-04,1,1,Dogwashers
FALSE,Japanese,400000,,FALSE,FALSE,,1,1,Dogwood Tree
FALSE,none,200000,,FALSE,FALSE,,1,1,Dohchay
FALSE,none,200000,,FALSE,FALSE,,1,1,Doidas e Santas
FALSE,Latin,100000,,FALSE,FALSE,,1,1,Doing Good
FALSE,none,1400000,,FALSE,FALSE,,1,1,Doing Hard Time
TRUE,none,2500000,,FALSE,FALSE,,1,1,Dolce Amore
FALSE,none,2700000,,TRUE,TRUE,2019-10-25,1,1,Dolemite Is My Name
FALSE,none,200000,,FALSE,FALSE,,1,1,Dolfje Weerwolfje
FALSE,none,5700000,,FALSE,FALSE,,1,1,Dolittle
FALSE,none,600000,,TRUE,TRUE,2022-10-07,1,1,Doll House
TRUE,Arabic,200000,,TRUE,TRUE,2019-08-08,1,1,Dollar
FALSE,Devanagari,600000,,FALSE,FALSE,2020-09-18,1,1,Dolly Kitty Aur Woh Chamakte Sitare
TRUE,none,3800000,200000,TRUE,TRUE,2019-11-22,2,1,Dolly Parton's Heartstrings
FALSE,none,400000,,TRUE,TRUE,2021-04-07,1,1,Dolly Parton: A MusiCares Tribute
FALSE,none,1300000,,FALSE,FALSE,,1,1,Dolly Parton: Here I Am
FALSE,none,100000,,TRUE,TRUE,2020-11-22,1,1,Dolly Parton’s Christmas on the Square
FALSE,none,500000,,FALSE,FALSE,,1,1,Dolphin Tale
FALSE,none,700000,,FALSE,FALSE,,1,1,Dominion: Prequel to the Exorcist
FALSE,none,1800000,,FALSE,FALSE,,1,1,Don (2022)
FALSE,Devanagari,2500000,,FALSE,FALSE,,1,1,Don 2
FALSE,none,3500000,,FALSE,FALSE,,1,1,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
FALSE,Latin,100000,,FALSE,FALSE,,1,1,Don't Be Afraid
FALSE,Korean,200000,,FALSE,FALSE,,1,1,Don't be the First one: 2020
FALSE,Korean,300000,,TRUE,TRUE,,1,1,Don't be the First one: 2021
FALSE,Latin,5500000,,FALSE,FALSE,,1,1,Don't Blame the Kid
FALSE,none,4300000,,FALSE,FALSE,,1,1,Don't Breathe (2016)
FALSE,none,5500000,,FALSE,FALSE,,1,1,Don't Breathe 2
TRUE,Korean,5400000,100000,FALSE,FALSE,,2,1,Don't Dare to Dream
TRUE,none,7000000,1100000,TRUE,TRUE,2019-12-18,2,1,Don't F**k with Cats: Hunting an Internet Killer
FALSE,Chinese_or_Kanji,200000,,FALSE,FALSE,,1,1,Don't Go Breaking My Heart
FALSE,Latin,1900000,,TRUE,TRUE,2022-02-21,1,1,Don't Kill Me
FALSE,none,200000,,FALSE,FALSE,,1,1,Don't Knock Twice
FALSE,Latin,1600000,,TRUE,TRUE,2022-11-11,1,1,Don't Leave
FALSE,none,2000000,,FALSE,FALSE,,1,1,Don't Let Go (2019)
FALSE,none,25200000,,TRUE,TRUE,2021-12-24,1,1,Don't Look Up
TRUE,none,7500000,600000,FALSE,FALSE,2022-12-14,2,1,Don't Pick Up the Phone
FALSE,none,5100000,,FALSE,FALSE,,1,1,Don't Say a Word
FALSE,none,200000,,FALSE,FALSE,,1,1,Don't Tell a Soul
FALSE,Latin,1600000,,FALSE,FALSE,,1,1,Don't Tell Her
FALSE,none,200000,,FALSE,FALSE,,1,1,Dona Flor e Seus Dois Maridos
FALSE,none,300000,,FALSE,FALSE,,1,1,Dongalunnaru Jagratha
FALSE,Latin,100000,,FALSE,FALSE,,1,1,Donkey Skin
FALSE,none,2200000,,FALSE,FALSE,,1,1,Donnie Brasco
FALSE,none,300000,,FALSE,FALSE,,1,1,Donnybrook
FALSE,Devanagari,1000000,,FALSE,FALSE,,1,1,Don
FALSE,Latin,3300000,,TRUE,TRUE,2022-08-03,1,1,Don’t Blame Karma!
FALSE,Latin,300000,,FALSE,FALSE,,1,1,Don’t Call Me Spinster
FALSE,none,4300000,,TRUE,TRUE,2020-11-27,1,1,Don’t Listen
FALSE,Korean,1900000,,FALSE,FALSE,,1,1,Doom at Your Service
TRUE,Korean,132600000,7800000,FALSE,FALSE,,1,1,Doom at Your Service
FALSE,Latin,1900000,,TRUE,TRUE,2022-06-20,1,1,Doom of Love
FALSE,Korean,500000,,FALSE,FALSE,,1,1,Doomed Marriage: 2021
FALSE,Korean,300000,,FALSE,FALSE,,1,1,Doomed Marriage: 2022
FALSE,none,500000,,FALSE,FALSE,,1,1,Doomsday
FALSE,none,2600000,,FALSE,FALSE,,1,1,Doom
TRUE,Korean,88700000,12700000,TRUE,TRUE,2023-10-20,1,1,Doona!
FALSE,Korean,100000,,FALSE,FALSE,,1,1,Door Lock
FALSE,none,3100000,,FALSE,FALSE,,1,1,Dope (2015)
TRUE,none,10300000,1500000,TRUE,TRUE,2017-12-22,6,3,Dope
FALSE,Latin,100000,,FALSE,FALSE,,1,1,Doppelgängers
TRUE,none,19600000,900000,FALSE,FALSE,,9,5,Dora the Explorer
FALSE,none,100000,,FALSE,FALSE,,1,1,Dora's Peace
FALSE,Japanese,300000,,FALSE,FALSE,,1,1,Doraemon the Movie: New Record of Nobita’s Spaceblazer
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Animal Planet
FALSE,Japanese,600000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Birth of Japan 2016
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Birth of Japan
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Castle of the Undersea Devil
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Galaxy Super-express
FALSE,Japanese,300000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and The Giant's Legend of Green Planet
FALSE,Japanese,300000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Island of Miracles - Animal Adventure
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Kingdom of Clouds
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Knights on Dinosaurs
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Mysterious Wind Wizard
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Robot Kingdom
FALSE,Japanese,400000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Space Heroes
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Spiral City
FALSE,Japanese,400000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Steel Troops: The New Age
FALSE,Japanese,200000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Tin Labyrinth
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita and the Winged Brave Men
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita Drifts in the Universe
FALSE,Japanese,700000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita in the New Haunts of Evil- Peko and the Five Explorers -
FALSE,Japanese,600000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita in the Secret Gadget Museum
FALSE,Japanese,200000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey
FALSE,Japanese,1400000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita's Chronicle of the Moon Exploration
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita's Dorabian Nights
FALSE,Japanese,1100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita's Great Adventure in the Antarctic Kachi Kochi
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita's Great Adventure into the Underworld
FALSE,Japanese,1700000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita's New Dinosaur
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita's Three Visionary Swordsmen
FALSE,Japanese,1000000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita's Treasure Island
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita’s Diary on the Creation of the World
FALSE,Japanese,300000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita’s Dinosaur 2006
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita’s Great Adventure in the South Seas
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita’s Legendary King of The Sun
FALSE,Japanese,500000,,FALSE,FALSE,,1,1,Doraemon the Movie: Nobita’s Mermaid Legend
FALSE,Japanese,400000,,FALSE,FALSE,,1,1,Doraemon the Movie: The New Nobita's Great Adventure into the Underworld
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Doraemon the Movie: The Record of Nobita's Parallel Visit to the West
TRUE,Japanese,14600000,300000,FALSE,FALSE,,4,2,Doraemon
FALSE,none,100000,,FALSE,FALSE,,1,1,Dorasaani
FALSE,Korean,300000,,FALSE,FALSE,,1,1,DoReMi Dalimi: Season 1 Part 1
TRUE,Korean,300000,100000,FALSE,FALSE,,2,1,DoReMi Dalimi
FALSE,none,400000,,FALSE,FALSE,,1,1,Dorian Gray
FALSE,Thai,100000,,FALSE,FALSE,,1,1,Dorm
TRUE,Japanese,5700000,500000,TRUE,TRUE,2020-01-11,2,1,Dorohedoro
TRUE,Japanese,1900000,100000,FALSE,FALSE,,2,1,dororo
FALSE,Devanagari,200000,,FALSE,FALSE,,1,1,Dostana (1980)
FALSE,Devanagari,700000,,FALSE,FALSE,,1,1,Dostana
FALSE,none,4500000,600000,TRUE,TRUE,2021-03-25,2,1,DOTA: Dragon's Blood: Book 1
FALSE,none,3400000,400000,TRUE,TRUE,2022-01-18,2,1,DOTA: Dragon's Blood: Book 2
FALSE,none,3200000,400000,TRUE,TRUE,2022-08-11,2,1,DOTA: Dragon's Blood: Book 3
FALSE,Latin,6400000,,TRUE,TRUE,2021-01-15,1,1,Double Dad
FALSE,none,5700000,,FALSE,FALSE,,1,1,Double Jeopardy (1999)
FALSE,none,100000,,FALSE,FALSE,,1,1,Double Team
FALSE,Chinese_or_Kanji,4500000,,TRUE,TRUE,,1,1,Double World
FALSE,Devanagari,9200000,,FALSE,FALSE,,1,1,Double XL
FALSE,none,100000,,FALSE,FALSE,,1,1,Down by Love (2016)
TRUE,none,16100000,4100000,FALSE,FALSE,2023-08-11,1,1,Down for Love
FALSE,none,7700000,400000,TRUE,FALSE,2022-11-11,2,1,Down to Earth with Zac Efron: Season 2: Down Under
TRUE,none,3000000,200000,FALSE,FALSE,2020-07-10,2,1,Down to Earth with Zac Efron
FALSE,none,100000,,FALSE,FALSE,,1,1,Down Under
FALSE,none,3500000,,TRUE,TRUE,2022-02-18,1,1,Downfall: The Case Against Boeing
FALSE,Latin,100000,,FALSE,FALSE,,1,1,Downfall
FALSE,none,2600000,,FALSE,FALSE,,1,1,Downsizing
FALSE,none,1100000,,FALSE,FALSE,,1,1,Downton Abbey (2019)
FALSE,none,100000,,FALSE,FALSE,,1,1,Downton Abbey: A New Era
TRUE,none,264900000,12900000,FALSE,FALSE,,12,6,Downton Abbey
FALSE,none,100000,,FALSE,FALSE,,1,1,Dr Jason Leong Hashtag Blessed
FALSE,none,100000,,FALSE,FALSE,,1,1,Dr. Cabbie
FALSE,none,700000,100000,TRUE,TRUE,,2,1,Dr. Jason Leong: Ride With Caution
TRUE,Chinese_or_Kanji,600000,100000,FALSE,FALSE,,1,1,Dr. Lifesaver
FALSE,Korean,200000,,FALSE,FALSE,,1,1,Dr. Oh’s Golden Clinic: 2022
FALSE,Korean,1300000,,FALSE,FALSE,,1,1,Dr. Oh’s Golden Clinic: 2023
FALSE,none,300000,,FALSE,FALSE,,1,1,"Dr. Psycho: Die Bösen, die Bullen, meine Frau und ich: Staffel 1"
FALSE,none,200000,,FALSE,FALSE,,1,1,"Dr. Psycho: Die Bösen, die Bullen, meine Frau und ich: Staffel 2"
TRUE,Korean,82300000,1500000,FALSE,FALSE,,4,2,Dr. Romantic
FALSE,none,13300000,,FALSE,FALSE,,1,1,Dr. Seuss' The Cat in the Hat
FALSE,none,600000,,FALSE,FALSE,,1,1,Dr. Seuss' The Grinch
FALSE,none,52000000,,FALSE,FALSE,,1,1,Dr. Seuss' The Lorax
TRUE,none,28800000,1800000,FALSE,FALSE,,6,3,Dr. Stone
FALSE,Japanese,1700000,200000,FALSE,FALSE,,1,1,Dr. Storks (2015)
FALSE,Japanese,600000,100000,FALSE,FALSE,,1,1,Dr. Storks (2017)
TRUE,Japanese,2200000,100000,FALSE,FALSE,,2,1,Dr. White
FALSE,none,8800000,,FALSE,FALSE,,1,1,Dracula Untold
TRUE,none,18300000,2000000,TRUE,TRUE,2020-01-04,2,1,Dracula
FALSE,none,400000,,FALSE,FALSE,,1,1,Drag Me to Hell
FALSE,none,26900000,,FALSE,FALSE,,1,1,Dragged Across Concrete
TRUE,none,4300000,500000,TRUE,TRUE,2022-12-09,2,1,Dragon Age: Absolution
FALSE,none,100000,,FALSE,FALSE,,1,1,Dragon Ball Super: Broly
FALSE,Chinese_or_Kanji,100000,,FALSE,FALSE,,1,1,Dragon Blade
FALSE,Korean,100000,,FALSE,FALSE,,1,1,Dragon Inn Part 1: The City of Sadness
FALSE,Korean,100000,,FALSE,FALSE,,1,1,Dragon Inn Part 2: The Night of the Gods
TRUE,Japanese,1600000,100000,TRUE,FALSE,2018-04-12,2,1,DRAGON PILOT: Hisone & Masotan
TRUE,Japanese,1100000,,FALSE,FALSE,,1,1,DRAGON QUEST The Adventure of Dai
FALSE,Japanese,3000000,,TRUE,TRUE,2020-02-13,1,1,Dragon Quest Your Story
FALSE,Chinese_or_Kanji,100000,,FALSE,FALSE,,1,1,Dragon Tiger Gate
TRUE,none,2400000,400000,TRUE,TRUE,2020-09-17,2,1,Dragon's Dogma
FALSE,none,2800000,,FALSE,FALSE,,1,1,Dragon: The Bruce Lee Story
FALSE,none,100000,,FALSE,FALSE,,1,1,Dragonheart 3: The Sorcerer's Curse
FALSE,none,2100000,,FALSE,FALSE,,1,1,Dragonheart: Battle for the Heartfire
FALSE,none,400000,,FALSE,FALSE,,1,1,Dragonheart: Vengeance
FALSE,Chinese_or_Kanji,100000,,FALSE,FALSE,,1,1,Dragons Forever
FALSE,none,900000,,TRUE,TRUE,,1,1,Dragons: Dawn of the Dragon Racers
TRUE,none,156700000,13500000,TRUE,FALSE,2015-06-26,12,6,Dragons: Race to the Edge
FALSE,none,2000000,,TRUE,TRUE,2020-03-27,1,1,Dragons: Rescue Riders: Hunt for the Golden Dragon
FALSE,none,1500000,,TRUE,TRUE,2020-11-24,1,1,Dragons: Rescue Riders: Huttsgalor Holiday
FALSE,none,3600000,,TRUE,TRUE,2020-07-24,1,1,Dragons: Rescue Riders: Secrets of the Songwing
TRUE,none,50100000,4500000,TRUE,TRUE,2019-09-27,4,2,Dragons: Rescue Riders
FALSE,Chinese_or_Kanji,900000,,FALSE,FALSE,,1,1,Dragon
TRUE,none,15700000,3800000,FALSE,FALSE,,3,3,Drake & Josh
FALSE,Japanese,100000,,FALSE,FALSE,,1,1,Drama Special Tokakushi
FALSE,none,300000,,FALSE,FALSE,,1,1,DreadOut
TRUE,Chinese_or_Kanji,100000,,FALSE,FALSE,,1,1,Dream Garden
TRUE,Korean,1100000,,FALSE,FALSE,,1,1,Dream High 2
TRUE,Korean,5500000,100000,FALSE,FALSE,,2,1,Dream High
TRUE,none,28800000,3800000,TRUE,TRUE,2020-10-16,8,4,Dream Home Makeover
FALSE,none,500000,,FALSE,FALSE,,1,1,Dream Horse
FALSE,none,600000,,FALSE,FALSE,,1,1,Dream House (2011)
FALSE,Korean,200000,,FALSE,FALSE,,1,1,Dream kingdom Sofy&Ruby
TRUE,Latin,100000,,FALSE,FALSE,,1,1,Dream Routes
FALSE,none,600000,,FALSE,FALSE,,1,1,Dreamgirls (2006)
FALSE,none,800000,,FALSE,FALSE,,1,1,Dreamkatcher
TRUE,none,2400000,400000,FALSE,FALSE,,8,4,Dreamland (2014)
FALSE,none,600000,,FALSE,FALSE,,1,1,Dreamland (2020)
TRUE,Arabic,100000,,FALSE,FALSE,,1,1,Dreams Drawn by Dust
FALSE,none,8100000,2400000,FALSE,FALSE,,2,1,DreamWorks Happy Holidays from Madagascar: Volume 1
FALSE,none,4700000,1500000,FALSE,FALSE,,2,1,DreamWorks Holiday Classics: Collection
FALSE,none,400000,100000,FALSE,FALSE,,2,1,DreamWorks Holiday Classics: Volume 1
FALSE,none,500000,,TRUE,TRUE,2017-12-01,1,1,DreamWorks Home: For the Holidays
FALSE,none,500000,100000,FALSE,FALSE,,2,1,DreamWorks How to Train Your Dragon Legends (2011)
FALSE,none,1900000,700000,FALSE,FALSE,,2,1,DreamWorks How to Train Your Dragon Legends: Volume 1
